ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	GlobalOutlier	GlobalOutlierReason	OutlierFrequency	OutlierAOIs	Gene	DSP-1010474710004-A04	DSP-1010474710004-A06	DSP-1010474710004-A08	DSP-1010474710004-A10	DSP-1010474710004-A12	DSP-1010474710004-B02	DSP-1010474710004-B04	DSP-1010474710004-B06	DSP-1011206234567-H08
	RNA24584	TLE2	TLE2				FALSE				TLE2	70	18	7	2	30	4	0	3	9
	RNA24585	DENND4A	DENND4A				FALSE				DENND4A	69	16	8	5	26	6	0	2	5
	RNA24586	RUNDC3A	RUNDC3A				FALSE				RUNDC3A	44	21	8	1	19	7	0	1	10
	RNA24587	LIPT2	LIPT2				FALSE				LIPT2	44	10	3	4	15	6	0	1	9
	RNA24588	VSTM5	VSTM5				FALSE				VSTM5	49	6	8	0	12	1	3	2	6
	RNA24589	CFAP73	CFAP73				FALSE				CFAP73	36	16	2	2	11	6	0	1	17
	RNA24590	PATE4	PATE4				FALSE				PATE4	35	11	7	1	23	8	0	1	7
	RNA24591	DOK3	DOK3				FALSE				DOK3	85	35	6	1	33	7	2	1	16
	RNA24592	IMPA1	IMPA1				FALSE				IMPA1	91	20	10	1	43	12	2	4	13
	RNA24593	SLC30A7	SLC30A7				FALSE				SLC30A7	69	23	7	2	23	15	1	2	7
	RNA24594	MBIP	MBIP				FALSE				MBIP	43	15	5	3	16	10	0	4	7
	RNA24595	CD209	CD209				FALSE				CD209	64	27	6	2	21	9	0	4	5
	RNA24596	MIEF2	MIEF2				FALSE				MIEF2	50	15	5	2	27	6	0	3	4
	RNA24597	CLEC4M	CLEC4M				FALSE				CLEC4M	46	20	7	3	25	6	0	5	6
	RNA24598	TTC26	TTC26				FALSE				TTC26	55	16	4	1	18	5	2	5	4
	RNA24599	NKIRAS2	NKIRAS2				FALSE				NKIRAS2	58	26	7	1	23	6	1	0	6
	RNA24600	EFCAB3	EFCAB3				FALSE				EFCAB3	51	16	6	4	23	6	0	3	6
	RNA24601	C11orf95	C11orf95				FALSE				C11orf95	76	19	11	1	30	7	1	2	7
	RNA24602	FNDC7	FNDC7				FALSE				FNDC7	47	13	8	2	21	9	0	4	2
	RNA24603	VMO1	VMO1				FALSE				VMO1	48	16	3	0	15	7	1	4	1
	RNA24604	MYL12B	MYL12B				FALSE				MYL12B	125	49	10	3	51	24	2	7	31
	RNA24605	C5orf47	C5orf47				FALSE				C5orf47	67	21	6	2	16	4	0	1	10
	RNA24606	DTWD1	DTWD1				FALSE				DTWD1	58	13	7	0	14	3	1	2	14
	RNA24607	RIIAD1	RIIAD1				FALSE				RIIAD1	43	20	8	2	24	7	0	2	5
	RNA24608	CRACR2A	CRACR2A				FALSE				CRACR2A	45	8	5	0	13	2	0	2	7
	RNA24609	ANKUB1	ANKUB1				FALSE				ANKUB1	50	12	7	0	14	8	0	1	6
	RNA24610	MTHFD2L	MTHFD2L				FALSE				MTHFD2L	72	14	11	0	30	5	1	4	4
	RNA24611	CCDC169	CCDC169				FALSE				CCDC169	48	16	6	5	19	8	1	3	8
	RNA24612	ZNF814	ZNF814				FALSE				ZNF814	1636	538	251	76	353	103	13	21	11
	RNA24613	NWD2	NWD2				FALSE				NWD2	37	16	5	3	23	5	0	7	7
	RNA24614	C2orf72	C2orf72				FALSE				C2orf72	166	57	17	5	38	15	1	3	2
	RNA24615	ANG	ANG				FALSE				ANG	55	14	5	5	25	8	3	1	6
	RNA24616	LOC102723623,GOLGA6L22,LOC100132202,GOLGA6L6,LOC645202,GOLGA6L1	LOC102723623,GOLGA6L22,LOC100132202,GOLGA6L6,LOC645202,GOLGA6L1				FALSE				LOC102723623,GOLGA6L22,LOC100132202,GOLGA6L6,LOC645202,GOLGA6L1	103	45	10	4	34	15	0	5	6
	RNA24617	MUC7	MUC7				FALSE				MUC7	37	12	6	2	8	7	1	2	10
	RNA24618	BTN3A1	BTN3A1				FALSE				BTN3A1	81	16	8	4	30	15	1	3	9
	RNA24619	SMCO2	SMCO2				FALSE				SMCO2	42	16	5	1	18	8	0	0	3
	RNA24620	C16orf96	C16orf96				FALSE				C16orf96	43	12	7	0	16	2	0	2	7
	RNA24621	SLC36A3	SLC36A3				FALSE				SLC36A3	36	12	3	2	25	5	1	1	8
	RNA24622	CCDC153	CCDC153				FALSE				CCDC153	55	23	8	1	28	2	0	0	11
	RNA24623	C6orf52	C6orf52				FALSE				C6orf52	49	12	5	1	31	9	1	3	7
	RNA24624	SCRN2	SCRN2				FALSE				SCRN2	48	15	3	3	23	4	2	2	6
	RNA24625	PLET1	PLET1				FALSE				PLET1	46	16	8	1	24	6	2	3	5
	RNA24626	PTPRQ	PTPRQ				FALSE				PTPRQ	46	10	4	4	21	1	1	5	9
	RNA24627	PALM3	PALM3				FALSE				PALM3	49	15	11	0	20	7	1	4	5
	RNA24628	TOPAZ1	TOPAZ1				FALSE				TOPAZ1	51	12	5	2	19	5	0	1	7
	RNA24629	C11orf96	C11orf96				FALSE				C11orf96	104	25	12	2	53	12	1	5	6
	RNA24630	TMEM247	TMEM247				FALSE				TMEM247	56	13	2	4	26	7	1	1	9
	RNA24631	IQCF5	IQCF5				FALSE				IQCF5	51	15	6	0	33	7	1	2	7
	RNA24632	CASTOR2	CASTOR2				FALSE				CASTOR2	132	41	11	4	70	15	2	4	8
	RNA24633	CCSER1	CCSER1				FALSE				CCSER1	42	23	8	0	15	3	0	0	6
	RNA24634	USP27X	USP27X				FALSE				USP27X	37	11	4	1	26	2	1	2	8
	RNA24635	LRRC10B	LRRC10B				FALSE				LRRC10B	69	11	3	4	23	13	0	1	11
	RNA24636	COG6	COG6				FALSE				COG6	55	16	5	0	37	13	1	1	8
	RNA24637	MEIOC	MEIOC				FALSE				MEIOC	31	19	2	3	20	3	1	1	11
	RNA24638	ZNF619	ZNF619				FALSE				ZNF619	58	19	8	2	26	4	2	3	9
	RNA24639	HHLA1	HHLA1				FALSE				HHLA1	34	5	4	2	18	7	1	5	11
	RNA24640	SLC2A6	SLC2A6				FALSE				SLC2A6	38	11	5	1	25	5	0	1	6
	RNA24641	BTBD18	BTBD18				FALSE				BTBD18	64	23	8	2	29	6	0	3	6
	RNA24642	PATL2	PATL2				FALSE				PATL2	44	14	6	0	16	8	0	4	8
	RNA24643	MYADML2	MYADML2				FALSE				MYADML2	56	16	6	4	14	11	2	4	2
	RNA24644	RRP12	RRP12				FALSE				RRP12	57	18	7	1	39	7	1	5	10
	RNA24645	PPP1R3G	PPP1R3G				FALSE				PPP1R3G	54	21	5	1	24	7	2	3	3
	RNA24646	TCP10L2	TCP10L2				FALSE				TCP10L2	47	16	1	3	25	5	0	2	6
	RNA24647	CAPN14	CAPN14				FALSE				CAPN14	61	17	9	3	24	10	0	3	9
	RNA24648	EVPLL	EVPLL				FALSE				EVPLL	113	32	16	3	45	13	0	8	14
	RNA24649	AK9	AK9				FALSE				AK9	39	8	5	2	29	5	0	1	8
	RNA24650	C5orf52	C5orf52				FALSE				C5orf52	55	16	2	0	22	9	1	3	4
	RNA24651	SLC1A5	SLC1A5				FALSE				SLC1A5	59	18	8	2	35	13	1	1	5
	RNA24652	CRHR1	CRHR1				FALSE				CRHR1	57	23	6	3	27	2	0	0	3
	RNA24653	UBE2QL1	UBE2QL1				FALSE				UBE2QL1	47	17	3	3	12	3	0	0	4
	RNA24654	SHISA7	SHISA7				FALSE				SHISA7	75	24	11	1	22	8	1	3	6
	RNA24655	FAM200B	FAM200B				FALSE				FAM200B	40	14	3	3	18	12	2	2	7
	RNA24656	AKAIN1	AKAIN1				FALSE				AKAIN1	40	9	4	1	20	4	0	0	1
	RNA24657	SLC39A12	SLC39A12				FALSE				SLC39A12	49	16	3	1	22	7	1	1	8
	RNA24658	C12orf75	C12orf75				FALSE				C12orf75	35	15	2	1	9	5	0	1	5
	RNA24659	SHISA9	SHISA9				FALSE				SHISA9	41	16	8	5	24	4	0	0	4
	RNA24660	KIAA1671	KIAA1671				FALSE				KIAA1671	49	22	9	3	38	3	0	1	6
	RNA24661	DEPDC1B	DEPDC1B				FALSE				DEPDC1B	49	18	7	2	10	4	0	1	6
	RNA24662	ANKRD65	ANKRD65				FALSE				ANKRD65	45	15	3	3	21	4	1	1	8
	RNA24663	SLCO2B1	SLCO2B1				FALSE				SLCO2B1	109	37	8	5	74	37	4	2	9
	RNA24664	SP9	SP9				FALSE				SP9	51	25	8	4	19	10	1	4	4
	RNA24665	NCOA4	NCOA4				FALSE				NCOA4	74	21	9	2	55	24	5	2	5
	RNA24666	LAMTOR2	LAMTOR2				FALSE				LAMTOR2	93	27	18	3	34	10	4	1	6
	RNA24667	FAM185A,FAM185BP	FAM185A,FAM185BP				FALSE				FAM185A,FAM185BP	90	34	7	3	36	10	2	1	9
	RNA24668	NGLY1	NGLY1				FALSE				NGLY1	80	23	10	1	43	9	1	2	6
	RNA24669	EXOC7	EXOC7				FALSE				EXOC7	93	31	6	4	49	19	1	2	5
	RNA24670	IQCN	IQCN				FALSE				IQCN	97	27	3	2	20	10	3	1	12
	RNA24671	ETV3	ETV3				FALSE				ETV3	92	29	13	2	44	12	2	10	10
	RNA24672	DSN1	DSN1				FALSE				DSN1	67	21	9	4	21	8	0	0	8
	RNA24673	UBE2Q2	UBE2Q2				FALSE				UBE2Q2	68	22	9	1	30	6	2	3	12
	RNA24674	MDM2	MDM2				FALSE				MDM2	60	13	10	4	24	9	2	3	9
	RNA24675	ZNF566	ZNF566				FALSE				ZNF566	65	24	8	0	19	6	2	3	10
	RNA24676	RBMXL3	RBMXL3				FALSE				RBMXL3	22	16	5	1	16	5	1	2	10
	RNA24677	ZNF576	ZNF576				FALSE				ZNF576	50	20	4	4	25	3	0	1	4
	RNA24678	KDM8	KDM8				FALSE				KDM8	52	16	6	0	16	5	2	1	3
	RNA24679	IPP	IPP				FALSE				IPP	53	17	11	2	27	5	0	2	12
	RNA24680	C20orf173	C20orf173				FALSE				C20orf173	58	15	5	0	22	6	0	4	6
	RNA24681	ELF1	ELF1				FALSE				ELF1	59	20	6	1	40	6	2	3	8
	RNA24682	MKLN1	MKLN1				FALSE				MKLN1	109	31	9	4	43	20	2	5	6
	RNA24683	PTPN3	PTPN3				FALSE				PTPN3	58	19	9	3	29	5	2	3	6
	RNA24684	OTUD1	OTUD1				FALSE				OTUD1	59	15	5	2	31	11	1	4	11
	RNA24685	TSEN2	TSEN2				FALSE				TSEN2	53	25	11	1	31	5	2	4	4
	RNA24686	ALDH16A1	ALDH16A1				FALSE				ALDH16A1	56	16	13	0	22	4	0	1	4
	RNA24687	TEF	TEF				FALSE				TEF	29	20	1	1	18	9	0	0	5
	RNA24688	ADAD2	ADAD2				FALSE				ADAD2	27	9	5	1	18	6	1	1	5
	RNA24689	FAM71E2	FAM71E2				FALSE				FAM71E2	66	19	1	0	27	7	0	3	5
	RNA24690	CCDC110	CCDC110				FALSE				CCDC110	55	22	14	2	28	8	0	5	8
	RNA24691	SETDB1	SETDB1				FALSE				SETDB1	73	22	5	3	31	10	0	3	10
	RNA24692	TMEM205	TMEM205				FALSE				TMEM205	81	16	19	4	35	9	3	4	8
	RNA24693	MSL2	MSL2				FALSE				MSL2	75	27	6	3	38	9	1	0	3
	RNA24694	TTC28	TTC28				FALSE				TTC28	66	22	13	4	27	3	0	3	8
	RNA24695	NR1D2	NR1D2				FALSE				NR1D2	69	19	6	4	30	11	0	4	8
	RNA24696	SMIM20	SMIM20				FALSE				SMIM20	55	21	7	4	21	5	0	4	6
	RNA24697	ZNF880	ZNF880				FALSE				ZNF880	66	21	8	2	25	5	0	2	10
	RNA24698	TYW1B	TYW1B				FALSE				TYW1B	61	14	6	1	20	8	0	2	10
	RNA24699	SCAF4	SCAF4				FALSE				SCAF4	68	20	4	1	30	4	1	4	6
	RNA24700	ZNF200	ZNF200				FALSE				ZNF200	48	15	10	3	25	6	0	4	8
	RNA24701	ARHGEF33	ARHGEF33				FALSE				ARHGEF33	58	19	3	3	25	5	2	1	6
	RNA24702	NANOGNB	NANOGNB				FALSE				NANOGNB	1515	537	244	91	313	106	5	29	22
	RNA24703	LOXHD1	LOXHD1				FALSE				LOXHD1	36	12	8	2	11	12	0	2	5
	RNA24704	TEX38	TEX38				FALSE				TEX38	73	27	4	3	24	9	2	2	9
	RNA24705	FAM186A	FAM186A				FALSE				FAM186A	39	12	6	3	19	4	0	4	3
	RNA24706	SCRN1	SCRN1				FALSE				SCRN1	90	26	11	3	40	11	1	6	4
	RNA24707	RAI14	RAI14				FALSE				RAI14	53	18	7	3	36	11	0	9	8
	RNA24708	YPEL3	YPEL3				FALSE				YPEL3	124	40	14	6	69	18	4	2	14
	RNA24709	C17orf107	C17orf107				FALSE				C17orf107	55	9	3	2	20	8	0	1	5
	RNA24710	ZSCAN18	ZSCAN18				FALSE				ZSCAN18	68	26	6	3	27	10	3	10	8
	RNA24711	C16orf82	C16orf82				FALSE				C16orf82	41	19	9	2	19	3	2	0	11
	RNA24712	TRIM45	TRIM45				FALSE				TRIM45	56	11	2	1	31	6	0	3	8
	RNA24713	ARMH1,LOC105378690	ARMH1,LOC105378690				FALSE				ARMH1,LOC105378690	60	17	3	5	11	10	2	1	7
	RNA24714	GPSM1	GPSM1				FALSE				GPSM1	49	25	9	3	24	8	2	2	12
	RNA24715	ZFR2	ZFR2				FALSE				ZFR2	46	26	4	1	21	7	2	6	6
	RNA24716	SRRM5	SRRM5				FALSE				SRRM5	59	13	3	1	23	6	1	1	6
	RNA24717	RUBCN	RUBCN				FALSE				RUBCN	58	30	11	4	25	7	3	1	6
	RNA24718	PHGR1	PHGR1				FALSE				PHGR1	66	22	7	1	22	9	1	0	21
	RNA24719	TNFSF13B	TNFSF13B				FALSE				TNFSF13B	50	18	8	0	13	13	0	2	7
	RNA24720	APH1B	APH1B				FALSE				APH1B	81	19	6	1	20	10	1	1	6
	RNA24721	RASGRF1	RASGRF1				FALSE				RASGRF1	52	20	4	2	38	14	0	4	9
	RNA24722	ZNF529	ZNF529				FALSE				ZNF529	131	42	19	3	44	15	4	5	8
	RNA24723	C6orf141	C6orf141				FALSE				C6orf141	76	14	6	5	10	11	0	2	7
	RNA24724	CTAGE6,CTAGE8,LOC112268382,CTAGE15,CTAGE4,CTAGE9	CTAGE6,CTAGE8,LOC112268382,CTAGE15,CTAGE4,CTAGE9				FALSE				CTAGE6,CTAGE8,LOC112268382,CTAGE15,CTAGE4,CTAGE9	112	51	13	8	40	15	2	4	3
	RNA24725	RFX8	RFX8				FALSE				RFX8	62	23	8	4	26	7	2	3	4
	RNA24726	ZNF181	ZNF181				FALSE				ZNF181	58	18	9	1	15	3	2	0	8
	RNA24727	GLG1	GLG1				FALSE				GLG1	65	29	6	2	57	18	2	4	10
	RNA24728	CTXN2	CTXN2				FALSE				CTXN2	42	21	11	0	29	10	1	1	9
	RNA24729	SORBS2	SORBS2				FALSE				SORBS2	70	16	6	1	20	5	2	7	9
	RNA24730	KIAA0825	KIAA0825				FALSE				KIAA0825	48	14	6	2	22	4	1	3	4
	RNA24731	FAM228B	FAM228B				FALSE				FAM228B	35	11	4	1	18	3	0	2	3
	RNA24732	NUPR2	NUPR2				FALSE				NUPR2	51	19	10	3	17	13	0	3	7
	RNA24733	KPNA7	KPNA7				FALSE				KPNA7	47	15	6	0	14	7	0	1	6
	RNA24734	CT47B1	CT47B1				FALSE				CT47B1	108	18	6	2	43	14	0	4	14
	RNA24735	ZBTB8B	ZBTB8B				FALSE				ZBTB8B	56	12	10	3	23	9	0	4	7
	RNA24736	LYAR	LYAR				FALSE				LYAR	32	6	6	3	16	7	2	3	10
	RNA24737	LMNTD1	LMNTD1				FALSE				LMNTD1	59	21	8	2	22	10	0	3	3
	RNA24738	FKBP5	FKBP5				FALSE				FKBP5	122	41	14	10	106	30	3	7	15
	RNA24739	BORCS8	BORCS8				FALSE				BORCS8	77	18	13	1	27	4	2	1	8
	RNA24740	MEF2B	MEF2B				FALSE				MEF2B	40	7	6	1	11	4	0	2	9
	RNA24741	SH2B1	SH2B1				FALSE				SH2B1	57	15	6	5	33	11	2	5	11
	RNA24742	IRGM	IRGM				FALSE				IRGM	37	17	9	2	30	8	1	2	1
	RNA24743	SOX6	SOX6				FALSE				SOX6	90	29	10	2	22	4	3	1	7
	RNA24744	MTFR1	MTFR1				FALSE				MTFR1	59	14	9	3	23	11	1	3	8
	RNA24745	POP1	POP1				FALSE				POP1	49	15	7	3	24	4	0	1	6
	RNA24746	SCAPER	SCAPER				FALSE				SCAPER	76	19	7	1	40	8	1	5	9
	RNA24747	TKTL1	TKTL1				FALSE				TKTL1	29	19	3	1	19	10	0	2	6
	RNA24748	PAFAH1B3	PAFAH1B3				FALSE				PAFAH1B3	55	32	11	1	32	10	0	4	11
	RNA24749	SLCO1C1	SLCO1C1				FALSE				SLCO1C1	67	15	1	3	23	6	0	2	4
	RNA24750	SLC13A2	SLC13A2				FALSE				SLC13A2	74	20	2	0	20	5	2	2	9
	RNA24751	SLC15A2	SLC15A2				FALSE				SLC15A2	72	20	6	2	22	11	0	3	5
	RNA24752	ANGPT1	ANGPT1				FALSE				ANGPT1	68	14	9	1	31	13	1	2	7
	RNA24753	IGFALS	IGFALS				FALSE				IGFALS	39	8	3	2	13	10	0	2	3
	RNA24754	TJAP1	TJAP1				FALSE				TJAP1	84	25	7	0	40	12	0	4	11
	RNA24755	JPH4	JPH4				FALSE				JPH4	0	0	0	0	0	0	0	0	0
	RNA24756	SEMA7A	SEMA7A				FALSE				SEMA7A	66	14	10	2	53	13	4	18	5
	RNA24757	OR56A5	OR56A5				FALSE				OR56A5	49	15	5	0	31	8	1	1	9
	RNA24758	GORAB	GORAB				FALSE				GORAB	48	14	11	1	19	4	0	2	13
	RNA24759	GLRA1	GLRA1				FALSE				GLRA1	47	15	8	3	15	2	1	2	2
	RNA24760	HSDL1	HSDL1				FALSE				HSDL1	56	18	13	2	38	14	1	6	8
	RNA24761	TDRD3	TDRD3				FALSE				TDRD3	39	16	4	0	22	8	0	4	9
	RNA24762	CLDN14	CLDN14				FALSE				CLDN14	57	15	8	2	23	4	1	3	8
	RNA24763	MBOAT7	MBOAT7				FALSE				MBOAT7	61	22	11	2	30	11	1	6	10
	RNA24764	FAN1	FAN1				FALSE				FAN1	53	16	6	1	20	11	1	4	5
	RNA24765	PARP9	PARP9				FALSE				PARP9	60	27	10	2	32	9	0	2	9
	RNA24766	PTGR1	PTGR1				FALSE				PTGR1	51	22	7	2	27	6	3	0	3
	RNA24767	FAM25BP,FAM25A,FAM25C	FAM25BP,FAM25A,FAM25C				FALSE				FAM25BP,FAM25A,FAM25C	70	24	7	3	29	3	1	4	5
	RNA24768	TRIM77	TRIM77				FALSE				TRIM77	53	19	8	0	32	9	2	3	7
	RNA24769	SLAMF9	SLAMF9				FALSE				SLAMF9	43	14	5	1	20	9	1	3	6
	RNA24770	ZNF414	ZNF414				FALSE				ZNF414	47	10	6	1	27	5	0	3	9
	RNA24771	KRTAP16-1	KRTAP16-1				FALSE				KRTAP16-1	51	20	4	2	11	7	0	0	9
	RNA24772	ZNF407	ZNF407				FALSE				ZNF407	66	26	8	3	45	6	1	4	5
	RNA24773	ZMYND12	ZMYND12				FALSE				ZMYND12	44	17	9	1	28	7	0	3	5
	RNA24774	CCDC168	CCDC168				FALSE				CCDC168	35	8	3	0	24	5	0	2	7
	RNA24775	MANSC4	MANSC4				FALSE				MANSC4	66	16	6	2	28	8	0	2	8
	RNA24776	KRT72	KRT72				FALSE				KRT72	63	21	6	5	21	10	0	0	2
	RNA24777	PODNL1	PODNL1				FALSE				PODNL1	55	14	5	4	18	4	2	2	5
	RNA24778	ZDHHC15	ZDHHC15				FALSE				ZDHHC15	55	27	7	1	27	10	0	3	10
	RNA24779	PIP4K2C	PIP4K2C				FALSE				PIP4K2C	63	24	18	3	23	8	0	5	6
	RNA24780	GPR85	GPR85				FALSE				GPR85	0	0	0	0	0	0	0	0	0
	RNA24781	TCF7L2	TCF7L2				FALSE				TCF7L2	50	11	3	3	21	6	3	1	5
	RNA24782	SRP54	SRP54				FALSE				SRP54	46	13	5	2	16	12	2	3	4
	RNA24783	P3H1	P3H1				FALSE				P3H1	60	21	11	0	14	9	0	1	7
	RNA24784	MYOCD	MYOCD				FALSE				MYOCD	43	20	4	1	23	8	1	3	3
	RNA24785	SPSB2	SPSB2				FALSE				SPSB2	51	18	3	2	24	9	0	1	6
	RNA24786	GRAMD2B	GRAMD2B				FALSE				GRAMD2B	76	26	8	4	32	7	0	3	6
	RNA24787	NACAD	NACAD				FALSE				NACAD	69	29	6	5	86	18	3	9	6
	RNA24788	TMEM114	TMEM114				FALSE				TMEM114	34	13	4	1	15	10	2	3	8
	RNA24789	VSTM2B	VSTM2B				FALSE				VSTM2B	42	14	6	1	29	11	4	0	12
	RNA24790	ANKRD34C	ANKRD34C				FALSE				ANKRD34C	53	14	4	4	22	5	1	2	6
	RNA24791	TMEM253	TMEM253				FALSE				TMEM253	50	13	7	1	14	4	2	4	1
	RNA24792	TMEM88B	TMEM88B				FALSE				TMEM88B	91	33	12	8	44	19	4	5	7
	RNA24793	GMNC	GMNC				FALSE				GMNC	38	14	1	1	17	4	1	2	3
	RNA24794	KDM4C	KDM4C				FALSE				KDM4C	53	25	6	0	28	9	1	3	3
	RNA24795	RBM19	RBM19				FALSE				RBM19	63	24	5	1	35	14	0	2	7
	RNA24796	KDM5D	KDM5D				FALSE				KDM5D	40	11	4	1	15	2	0	0	12
	RNA24797	PLAAT5	PLAAT5				FALSE				PLAAT5	61	16	5	1	22	4	1	0	6
	RNA24798	ANGPT2	ANGPT2				FALSE				ANGPT2	45	13	6	5	17	8	0	1	1
	RNA24799	ANK3	ANK3				FALSE				ANK3	42	21	5	2	53	16	0	6	6
	RNA24800	ANPEP	ANPEP				FALSE				ANPEP	47	19	5	5	34	4	1	1	8
	RNA24801	SLC25A4	SLC25A4				FALSE				SLC25A4	65	32	12	4	42	6	0	3	7
	RNA24802	SLC25A5-AS1,SLC25A5	SLC25A5-AS1,SLC25A5				FALSE				SLC25A5-AS1,SLC25A5	142	37	19	3	37	18	2	5	20
	RNA24803	ANXA4	ANXA4				FALSE				ANXA4	45	17	4	1	27	2	0	5	11
	RNA24804	ANXA5	ANXA5				FALSE				ANXA5	107	35	23	4	66	18	2	14	5
	RNA24805	SEPTIN12	SEPTIN12				FALSE				SEPTIN12	41	15	6	0	23	1	0	2	9
	RNA24806	ANXA6	ANXA6				FALSE				ANXA6	78	26	12	2	31	15	1	1	6
	RNA24807	ANXA7	ANXA7				FALSE				ANXA7	49	16	7	3	46	9	1	4	6
	RNA24808	CCDC81	CCDC81				FALSE				CCDC81	29	7	3	0	12	3	0	2	7
	RNA24809	CCDC42	CCDC42				FALSE				CCDC42	46	12	7	4	22	3	0	1	5
	RNA24810	AOX1	AOX1				FALSE				AOX1	38	12	1	1	16	7	0	3	6
	RNA24811	ZNF716	ZNF716				FALSE				ZNF716	53	19	7	0	21	7	0	2	10
	RNA24812	ZNF737,ZNF66	ZNF737,ZNF66				FALSE				ZNF737,ZNF66	358	109	48	21	112	43	8	16	11
	RNA24813	PLA2G4C	PLA2G4C				FALSE				PLA2G4C	39	10	3	2	19	9	0	5	3
	RNA24814	MTHFSD	MTHFSD				FALSE				MTHFSD	60	13	4	3	25	6	1	2	3
	RNA24815	B4GALNT2	B4GALNT2				FALSE				B4GALNT2	40	13	1	3	20	6	1	5	6
	RNA24816	FCRL1	FCRL1				FALSE				FCRL1	49	20	5	1	15	4	0	2	3
	RNA24817	NUP210L	NUP210L				FALSE				NUP210L	32	8	4	0	17	7	2	4	8
	RNA24818	FCRL2	FCRL2				FALSE				FCRL2	43	16	6	1	23	6	1	1	7
	RNA24819	ZNF727	ZNF727				FALSE				ZNF727	48	17	5	2	15	6	1	3	7
	RNA24820	RFPL2	RFPL2				FALSE				RFPL2	48	22	9	3	24	6	0	3	12
	RNA24821	BEND4	BEND4				FALSE				BEND4	41	7	5	1	11	3	0	2	5
	RNA24822	BEX5	BEX5				FALSE				BEX5	73	21	4	2	25	7	0	2	18
	RNA24823	BIVM	BIVM				FALSE				BIVM	46	12	2	1	32	6	4	0	4
	RNA24824	SH3YL1	SH3YL1				FALSE				SH3YL1	75	30	13	4	22	10	1	7	13
	RNA24825	SLC27A2	SLC27A2				FALSE				SLC27A2	45	20	4	2	18	3	2	1	7
	RNA24826	BNIPL	BNIPL				FALSE				BNIPL	51	4	2	1	19	6	0	1	5
	RNA24827	MCTP2	MCTP2				FALSE				MCTP2	44	11	6	0	17	3	2	1	5
	RNA24828	SYNCRIP	SYNCRIP				FALSE				SYNCRIP	120	43	20	5	45	17	1	4	8
	RNA24829	BTNL8	BTNL8				FALSE				BTNL8	45	8	6	1	22	5	1	2	7
	RNA24830	BUD13	BUD13				FALSE				BUD13	49	21	6	1	21	11	1	6	7
	RNA24831	CANT1	CANT1				FALSE				CANT1	62	16	8	4	39	6	0	2	6
	RNA24832	ZNF583	ZNF583				FALSE				ZNF583	57	14	4	3	18	8	1	1	8
	RNA24833	ZPBP	ZPBP				FALSE				ZPBP	50	12	6	1	15	7	1	1	7
	RNA24834	FBXW12	FBXW12				FALSE				FBXW12	67	21	7	3	25	5	0	1	10
	RNA24835	EVI5L	EVI5L				FALSE				EVI5L	89	20	8	4	38	12	2	0	4
	RNA24836	EPS15	EPS15				FALSE				EPS15	86	34	10	2	47	5	0	3	10
	RNA24837	ST6GALNAC3	ST6GALNAC3				FALSE				ST6GALNAC3	75	23	4	3	32	16	1	3	12
	RNA24838	RHOBTB2	RHOBTB2				FALSE				RHOBTB2	63	17	4	2	28	13	0	2	6
	RNA24839	TMEM234,IQCC	TMEM234,IQCC				FALSE				TMEM234,IQCC	67	18	8	0	19	3	1	1	7
	RNA24840	TXNDC16	TXNDC16				FALSE				TXNDC16	57	11	4	1	23	6	2	3	6
	RNA24841	CLDN10	CLDN10				FALSE				CLDN10	69	20	3	3	22	6	2	1	19
	RNA24842	LPO	LPO				FALSE				LPO	40	16	5	2	15	0	0	0	8
	RNA24843	C15orf40	C15orf40				FALSE				C15orf40	56	23	6	3	36	5	0	2	6
	RNA24844	KCNQ5	KCNQ5				FALSE				KCNQ5	43	15	6	0	18	8	0	1	8
	RNA24845	CFAP69	CFAP69				FALSE				CFAP69	46	11	5	2	25	3	0	1	7
	RNA24846	MGAT4A	MGAT4A				FALSE				MGAT4A	52	13	7	2	24	9	0	2	1
	RNA24847	SLC25A13	SLC25A13				FALSE				SLC25A13	59	15	10	1	34	8	1	4	7
	RNA24848	RNF170	RNF170				FALSE				RNF170	50	12	13	3	30	7	1	5	4
	RNA24849	SPG11	SPG11				FALSE				SPG11	68	17	6	5	22	15	1	4	5
	RNA24850	RPAIN	RPAIN				FALSE				RPAIN	87	26	9	2	22	3	1	1	13
	RNA24851	SETD6	SETD6				FALSE				SETD6	40	22	7	0	24	11	1	3	1
	RNA24852	OR6P1	OR6P1				FALSE				OR6P1	47	18	6	4	19	7	2	4	18
	RNA24853	TRAPPC9	TRAPPC9				FALSE				TRAPPC9	61	31	3	4	30	10	0	4	7
	RNA24854	ZBP1	ZBP1				FALSE				ZBP1	31	15	8	0	9	5	0	3	6
	RNA24855	SCEL	SCEL				FALSE				SCEL	36	20	4	2	25	7	2	2	6
	RNA24856	POLR3B	POLR3B				FALSE				POLR3B	49	12	6	3	25	6	1	1	4
	RNA24857	ST8SIA1,ARMC10	ST8SIA1,ARMC10				FALSE				ST8SIA1,ARMC10	30314	7284	3618	1431	5312	1735	169	574	259
	RNA24858	CHFR	CHFR				FALSE				CHFR	47	24	6	1	29	8	0	5	12
	RNA24859	NPTN	NPTN				FALSE				NPTN	105	20	5	0	52	9	2	3	8
